,Kod,Popis,Typ
520,4.4.4.1.1,Frekvence přerušování světla u výstražných světel není zjevně v souladu s požadavky (90 ±30 krát/min).,A
521,4.4.4.1.2,Frekvence přerušování světla u směrových světel není zjevně v souladu s požadavky (90 ±30 krát/min).,B
522,4.5.1.1.1,Nesvítí některý přední mlhový světlomet nebo zadní mlhová svítilna na straně přivrácené ke kraji vozovky.,A
523,4.5.1.1.2,Nesvítí zadní mlhová svítilna na straně přivrácené do středu vozovky.,B
524,4.5.1.1.3,"U předního mlhového světlometu zdroj světla vadný, předepsaná kresba nemá osvětlenou plochu jasně ohraničenou nebo celistvou (tmavé plochy).",A
525,4.5.1.1.4,"Zdroj světla předního mlhového světlometu zjevně chybně upevněn nebo je vadný, takže nesplňuje fotometrické vlastnosti (nevytváří požadovanou kresbu) nebo způsobuje oslnění, v případě LED jako jediného zdroje světla funguje méně než ze 2/3.",B
526,4.5.1.1.5,"Zdroj světla v zadní mlhové svítilně vadný nebo poškozený tak, že zjevně ovlivňuje její fotometrické vlastnosti (např. intenzita vyzařovaného světla) nebo mění barvu vyzařovaného světla, v případě LED jako jediného zdroje světla funguje méně než ze 2/3.",B
527,4.5.1.1.6,Použití nehomologovaného / neschváleného zdroje světla nebo,B
528,4.5.1.1.7,"Vadný zdroj světla (v případě vícenásobného zdroje světla, v případě LED nefunguje až z 1/3).",A
529,4.5.1.2.2,"U předního mlhového světlometu vnější krycí sklo těleso nebo optický systém světlometu poškozený tak, že poškození zjevně ovlivňuje nebo bude ovlivňovat jeho funkci nebo fotometrické vlastnosti (např. intenzita vyzařovaného světla, kresba) nebo možnost jeho seřízení.",B
530,4.5.1.2.4,"U zadní mlhové svítilny vnější krycí sklo, těleso nebo optický systém svítilny poškozený tak, že poškození zjevně ovlivňuje nebo bude ovlivňovat její funkci nebo fotometrické vlastnosti (např. intenzita vyzařovaného světla) nebo mění barvu vyzařovaného světla.",B
531,4.5.1.3.1,Některý úchyt mlhového světlometu uvolněný nebo prasklý nebo chybí a tento stav má vliv na seřízení světlometu (např. způsobuje blikání světlometu za jízdy) nebo se světlomet může za jízdy uvolnit nebo způsob uchycení světlometu neodpovídá požadavkům.,B
532,4.5.1.3.2,"Uvolněné uchycení zadní mlhové svítilny, které však neovlivňuje její funkci nebo fotometrické vlastnosti (např. viditelnost) nebo spolehlivost její montáže.",A
533,4.5.1.3.3,Chybné uchycení nebo způsob montáže zadní mlhové svítilny negativně ovlivňuje její funkci nebo fotometrické vlastnosti (např. viditelnost) nebo může dojít k jejímu upadnutí.,B
534,4.5.2.1.2,Výškové nastavení sklonu rozhraní předního mlhového světlometu způsobuje oslnění.,B
535,4.5.3.1.1,Přední mlhové světlomety nelze uvést v činnost.,A
536,4.5.3.1.2,Přední mlhové světlomety nelze vypnout.,B
537,4.5.3.1.3,Zadní mlhovou svítilnu nelze uvést v činnost nebo vypnout.,B
538,4.5.3.2,Povinná kontrolka činnosti / zapojení obvodu předních mlhových světlometů nebo zadní mlhové svítilny chybí.,B
539,4.5.4.1.1,Vozidlo není vybaveno / dovybaveno předepsanou zadní mlhovou svítilnou na straně přivrácené do středu vozovky.,B
540,4.5.4.1.2,Skutečný stav zapojených předních mlhových světlometů neodpovídá povolenému počtu (chybí / překračuje).,B
541,4.5.4.1.3,Skutečný stav zapojených zadních mlhových svítilen neodpovídá povolenému počtu (překračuje).,B
542,4.5.4.1.4,"Umístění předních mlhových světlometů na vozidle nesplňuje požadavky na jejich uspořádání nebo orientaci nebo požadavky na jejich umístění vzhledem k šířce nebo výšce vozidla, orientace montáže (TOP) nebo podmínky jejich geometrické viditelnosti.",B
543,4.5.4.1.5,Umístění nebo způsob montáže předních mlhových světlometů na vozidle nebo jejich úprava (např. ochranné mřížky) nesplňuje požadavky na vnější výčnělky na vozidle.,B
544,4.5.4.1.6,"Umístění zadní mlhové svítilny (popř. párem svítilen) na vozidle nesplňuje požadavky na její uspořádání nebo orientaci nebo požadavky na její umístění vzhledem k výšce vozidla nebo vzhledem k vzdálenosti od brzdové svítilny, nebo jejímu úhlovému naklopení či orientaci montáže (TOP) nebo podmínky její geometrické viditelnosti.",B
545,4.5.4.1.7,Přední mlhový světlomet vyzařuje jinou barvu světla než bílou nebo žlutou selektivní.,B
546,4.5.4.1.8,Zadní mlhová svítilna vyzařuje jinou barvu než červenou.,B
547,4.5.4.1.9,Sada (pár) předních mlhových světlometů zjevně nesplňuje stejné fotometrické vlastnosti (např. intenzita vyzařovaného světla).,A
548,4.5.4.1.10,Intenzita vyzařovaného světla zadní mlhovou svítilnou zjevně neodpovídá požadavkům (je nízká).,B
549,4.5.4.2.1,Elektrické zapojení předních mlhových světlometů nebo jejich uvedení v činnost není v souladu s požadavky.,B
550,4.5.4.2.2,Elektrické zapojení zadní mlhové svítilny nebo její uvedení v činnost není v souladu s požadavky.,B
551,4.5.4.3.1,Nepovolená úprava světlometu se světlem do mlhy nebo jeho zdroje světla.,B
552,4.5.4.3.2,Nepovolená úprava zadní mlhové svítilny nebo jejího zdroje světla.,B
553,4.5.4.4.1,"U vozidla, schváleného v ČR po 1.1. 2002 pro zadní mlhové světlo použito nehomologované světelné zařízení (např. DOT) a na jeho použití není udělena výjimka, zapsaná v technickém průkazu vozidla.",B
554,4.5.4.4.2,"U vozidla, schváleného v ČR po 1.1. 2002 pro přední mlhové světlo použito nehomologované světelné zařízení (např. DOT) a na jeho použití není udělena výjimka, zapsaná v technickém průkazu vozidla.",B
555,4.5.4.4.3,"Pro zadní mlhové světlo použito světelné zařízení, určené pro jinou funkci osvětlení (např. brzdová svítilna).",B
556,4.5.4.4.4,"Pro přední mlhové světlo použito homologované světelné zařízení, určené pro jinou funkci osvětlení (např. potkávací nebo dálkový světlomet).",B
557,4.6.1.1.1,Nesvítí některý zpětný světlomet.,A
558,4.6.1.1.2,Nesvítí žádný zpětný světlomet.,B
559,4.6.1.1.3,"Zdroj světla ve zpětném světlometu vadný nebo poškozený tak, že ovlivňuje jeho fotometrické vlastnosti (např. intenzita vyzařovaného světla) nebo mění barvu vyzařovaného světla.",B
560,4.6.1.1.4,Použití zjevně nehomologovaného / neschváleného zdroje světla nebo nepovolená úprava zdroje světla.,B
561,4.6.1.2.2,"Vnější krycí sklo, těleso nebo optický systém zpětného světlometu poškozený tak, že poškození zjevně ovlivňuje nebo bude ovlivňovat jeho funkci nebo fotometrické vlastnosti (např. intenzita vyzařovaného světla).",B
562,4.6.1.3.1,"Uvolněné uchycení zpětného světlometu, které však neovlivňuje jeho funkci nebo fotometrické vlastnosti (např. viditelnost) nebo spolehlivost jeho montáže.",A
563,4.6.1.3.2,Chybné uchycení nebo způsob montáže zpětného světlometu negativně ovlivňuje jeho funkci nebo fotometrické vlastnosti (např. viditelnost) nebo může dojít k jeho upadnutí.,B
564,4.6.2.1.1,Vozidlo není vybaveno předepsaným zpětným světlometem (popřípadě předepsaným párem světlometů).,B
565,4.6.2.1.2,Skutečný stav zapojených zpětných světlometů neodpovídá předepsanému / povolenému počtu (chybí / překračuje).,B
566,4.6.2.1.3,"Umístění zpětných světlometů na vozidle nesplňuje požadavky na jejich uspořádání nebo orientaci nebo požadavky na jejich umístění vzhledem k výšce vozidla, úhlovému naklopení či orientaci montáže (TOP) nebo podmínky jejich geometrické viditelnosti.",B
567,4.6.2.1.4,Zpětný světlomet vyzařuje jinou barvu světla než bílou.,B
568,4.6.2.1.5,Intenzita vyzařovaného světla zpětným světlometem zjevně neodpovídá požadavkům (je nízká).,A
569,4.6.2.1.6,"Sklon (naklopení) nepovinného (volitelného) zpětného světlometu není v souladu s požadavky, světlomet zjevně způsobuje oslnění.",B
570,4.6.2.2.1,Nepovinné (volitelné) zpětné světlomety lze uvést v činnost bez současně rozsvícených obrysových svítilen.,A
571,4.6.2.2.2,Zapnutí nebo vypnutí zpětných světlometů není v souladu s požadavky (např. zpětné světlomety lze uvést v činnost samostatným vypínačem).,B
572,4.6.2.3.1,"Zpětný světlomet, není-li stanoveno jinak, není homologovaný (např. DOT) a na jeho použití není udělena výjimka, zapsaná v technickém průkazu vozidla.",B
573,4.6.2.3.2,"Pro nepovinný (volitelný) zpětný světlomet použito světelné zařízení, určené pro jinou funkci osvětlení (např. dálkový, pracovní nebo mlhový světlomet).",A
574,4.6.2.3.3,"Pro povinný zpětný světlomet použito světelné zařízení, určené pro jinou funkci osvětlení (např. dálkový, pracovní nebo mlhový světlomet).",B
575,4.6.2.4.1,Nepovolená úprava zpětného světlometu nebo jeho zdroje světla.,B
576,4.6.3.1.1,Zpětné světlomety zůstávají trvale rozsvícené při jízdě vpřed.,B
577,4.6.3.1.2,"Zpětný světlomet se může rozsvítit, přestože není zařazen zpětný chod.",B
578,4.7.1.1.1,"Vozidlo, je-li vyžadováno, není vybaveno předepsaným zařízením pro osvětlení zadní tabulky registrační značky.",B
579,4.7.1.1.2,"Zařízení k osvětlení zadní tabulky registrační značky poškozené, ale stav poškození zjevně neovlivňuje jeho funkci nebo fotometrické vlastnosti nebo nezpůsobuje vyzařování bílého světla směrem vzad.",A
580,4.7.1.1.3,"Zařízení k osvětlení zadní tabulky registrační značky poškozené tak, že poškození zjevně ovlivňuje nebo bude ovlivňovat jeho funkci nebo fotometrické vlastnosti (např. intenzita vyzařovaného světla) nebo zařízení způsobuje vyzařování bílého světla směrem vzad.",B
581,4.7.1.2.1,U zařízení k osvětlení zadní tabulky registrační značky nesvítí některý světelný zdroj.,A
582,4.7.1.2.2,U zařízení k osvětlení zadní tabulky registrační značky nesvítí žádný světelný zdroj.,B
583,4.7.1.2.3,Použití nehomologovaného / neschváleného zdroje světla nebo nepovolená změna nebo úprava zdroje světla.,B
584,4.7.1.2.4,Zdroj osvětlení zadní tabulky registrační značky vyzařuje přímé nebo bílé světlo směrem dozadu,B
585,4.7.1.3.1,"Uvolněné uchycení zařízení k osvětlení zadní tabulky registrační značky, které však neovlivňuje účinnost osvětlení tabulky registrační značky ani spolehlivost montáže zařízení.",A
586,4.7.1.3.2,Chybné uchycení zařízení k osvětlení zadní tabulky registrační značky negativně ovlivňuje účinnost osvětlení tabulky registrační značky nebo může způsobit vyzařování světla směrem vzad nebo může způsobit jeho upadnutí.,B
587,4.7.2.1.1,Zařízení neosvětluje nebo neosvětluje dostatečně zadní tabulku registrační značky.,B
588,4.7.2.1.2,Zařízení k osvětlení zadní tabulky registrační značky vyzařuje jinou barvu světla než bílou.,B
589,4.7.2.1.3,Elektrické zapojení osvětlení zadní tabulky registrační značky neodpovídá požadavkům.,A
590,4.7.2.2,"Pro osvětlení zadní tabulky registrační značky, použito nehomologované / neschválené světelné zařízení.",A
591,4.8.1.1.1,"Odrazka poškozená, ale stav poškození zjevně neovlivňuje její fotometrické vlastnosti (např. viditelnost).",A
592,4.8.1.1.2,"Deska zadního značení poškozená nebo částečně barevně změněná (např. od slunce), ale stav poškození zjevně neovlivňuje její fotometrické vlastnosti (viditelnost).",A
593,4.8.1.1.3,"Některá část nápadného značení (pruhu) poškozená nebo chybí, ale tento stav zjevně neovlivňuje celkově funkci nápadného značení (vyznačení obrysu vozidla) nebo jeho fotometrické vlastnosti (viditelnost).",A
594,4.8.1.1.4,"Odrazka poškozená tak, že stav poškození zjevně negativně ovlivňuje její fotometrické vlastnosti (viditelnost).",B
595,4.8.1.1.5,"Deska zadního značení poškozená, deformovaná nebo barevně změněná tak (např. od slunce), že poškození zjevně negativně ovlivňuje její fotometrické vlastnosti (např. viditelnost) nebo může způsobit zranění (ostré hrany).",B
596,4.8.1.1.6,Chybějící části nápadného značení (pruhu) zjevně ovlivňují funkci nápadného značení (nedostatečné vyznačení obrysu vozidla) nebo poškození nápadného značení zjevně ovlivňuje jeho fotometrické vlastnosti (viditelnost).,B
597,4.8.1.2.1,"Uvolněné uchycení odrazky, které však zjevně neovlivňuje její fotometrické vlastnosti (např. viditelnost) ani spolehlivost její montáže.",A
598,4.8.1.2.2,"Uvolněné uchycení desky zadního značení, které však zjevně neovlivňuje její fotometrické vlastnosti (např. viditelnost) ani spolehlivost její montáže.",A
599,4.8.1.2.3,Nespolehlivé uchycení odrazky negativně ovlivňuje její fotometrické vlastnosti (viditelnost) nebo může způsobit její upadnutí.,B
600,4.8.1.2.4,"Uvolněné nebo nevhodné uchycení desky zadního značení na vozidle negativně ovlivňuje její fotometrické vlastnosti nebo je uchycení nespolehlivé a může způsobit její upadnutí nebo zranění osob (vnější výčnělky vozidla) nebo držák desky pro pomalá vozidla, je-li vyžadován, chybí nebo není spolehlivý.",B
601,4.8.1.2.5,Uvolněné uchycení některého pruhu nápadného značení může způsobit jeho upadnutí.,B
602,4.8.2.1.1,Vozidlo není vybaveno některými předepsanými odrazkami stanovené třídy,B
603,4.8.2.1.2,"Vozidlo, je-li vyžadováno, není vybaveno předepsanými deskami zadního značení.",B
604,4.8.2.1.3,"Vozidlo, je-li vyžadováno, není vybaveno předepsaným nápadným značením.",B
605,4.8.2.1.4,"Počet odrazek, neodpovídá předepsanému / povolenému počtu (chybí / překračuje).",B
606,4.8.2.1.5,"Odrazky, není-li stanoveno jinak, vyzařují směrem dopředu odražené světlo jiné barvy než bílé, směrem dozadu odražené světlo jiné barvy než červené a směrem do stran odražené světlo jiné barvy než oranžové.",B
607,4.8.2.1.6,"Nápadné značení třídy C, není-li stanoveno jinak, vyzařuje směrem dozadu odražené světlo jiné barvy než červené nebo žluté a směrem do stran odražené světlo jiné barvy než žluté nebo bílé.",B
608,4.8.2.1.7,"Umístění odrazek na vozidle, nesplňuje požadavky na jejich uspořádání, orientaci, třídu odrazky nebo umístění vzhledem k šířce, výšce nebo délce vozidla, úhlovému naklopení všemi směry (±3°) či orientaci montáže (TOP) nebo podmínky jejich geometrické viditelnosti.",B
609,4.8.2.1.8,"Umístění desek zadního značení na vozidle, nesplňuje požadavky na jejich uspořádání, orientaci nebo umístění vzhledem k šířce, výšce vozidla, úhlovému naklopení všemi směry (±5°) či orientaci montáže (TOP) nebo podmínky jejich geometrické viditelnosti.",B
